"id","co_list","country_origin"
35513908800,"[37046630400, 7103120387, 7003394051, 7102817798, 6506257415, 6602631689, 35838561300, 56268218900, 7102105623, 15843864600, 6601957913, 8920374300, 6603548701, 23973835300, 10641171500, 56999153200, 35084802100, 36637493300, 35420345400, 55928095800, 35513908800, 36613509700, 57201559114, 7103007307, 7004740686, 57198205010, 12801020500, 6603380821, 7202909781, 7102450262, 7202812501, 7103198815, 12794124900, 55694766700, 25823910000, 6602300530, 6603036792, 35479256700, 8920374400, 6507271671, 56398603400, 54792489100, 24074165900, 56006479500, 15123155600, 6701693585, 55765677200, 7004639384, 8629762200, 6602663577, 44461446300, 15131914400, 7004936868, 56624564900, 12775225000, 35365113000, 6602293932, 7404373169, 24922808500, 8538876600, 8901692600, 6602559165, 55539188936, 36008947400, 57203326669, 6602153466, 8659788500, 55427980500, 7402480342, 55769747670, 6603102940, 7003488476, 8862215400, 57034315500, 6506805996, 57191105267, 7102463225, 7006063353, 6602636028, 7004402430, 26324819200, 7003916545, 6508150019, 10244712200, 57198249224, 7801609482, 37761806600, 7003434258, 55475653400, 6506816283, 56262746400, 55631770400, 7202373413, 7005283838, 49461180200, 55930620200, 35462673200, 57196589876, 7401841466, 6701579070, 7402219327, 7004963657, 9640340300, 6507819853, 55851245900, 6604065615, 55892837200, 56614842700, 6603631442, 26322358100, 12762588500, 35210102100, 6506985818, 56666963300, 7004389221, 54399025000, 7102816622, 46462081400, 6601979259, 7004199804, 6508230525, 23489618300, 7006543739, 37007104900, 8339789700, 7006603143, 8592905100, 8350788500, 55062212500, 24923029400, 55363767200, 7202050475, 14625086900, 36055145400, 56196035000, 9044764600, 16203185600, 6507669442, 7402865604, 56226140100, 7003977670, 6701638598, 55468145100, 6508374478, 56233030100, 6602495450, 55589283300, 7006653413, 7201968103, 8339789800, 6602471915, 35576312300, 7005983725, 57194562034, 23388134900, 6602679799, 6602156536, 6506372602, 6507878397, 7004113918]","Netherlands"
7101609791,"[35227020800, 16427686400, 35504085000, 35313369100, 35227596300, 22996961300, 35228090900, 6603203094, 8644855800, 57202562075, 35766979100, 15842861600, 7006683179, 35226937900, 22970067500, 7005529134, 6701387820, 10039870000, 35372482100, 57202556475, 24536744000, 35226984000, 35227180100, 35313298500, 13612869700, 8296914500, 56808150600, 35227521100, 25025562700, 9744960600, 55411959900, 35226969700, 8791901800, 35313911400, 11040657000, 35313398900, 35314614900, 23033821300, 23570388600, 36122388600, 35095999100, 35227424900, 35228128400, 35227035800, 35285467800, 6701856410, 22133813400, 56978617500, 55159135900, 35226992800, 7003373224, 12781680300, 8293419700, 8398051000, 57202557625, 34570415800, 6603240635, 7005583039, 35228040900, 35227789000, 57202557646, 8212770000, 56439065300, 7005344981, 35276889300, 10044710100, 35410525400, 25940585700, 36491804900, 56254215400, 8832890600, 7003833584, 36026370800, 57202559221, 35226988800, 7003981571, 34768868100, 55340891400, 7103320329, 35352206600, 35315137800, 35227052300, 8664424200, 13002919700, 35314484500, 7005366043, 34869270300, 35313391900, 35227435300, 56224636200, 6505778480, 7005041971, 56072575800, 15841177400, 7003560254, 7101609791, 56978785600, 7101706560, 8738691400, 35315049800, 35227186000, 35226946900, 56284115800, 7003673945, 6602946397, 7101750622, 25942632800, 10340537700, 35227857400, 56967754100, 8046653300, 35314676600, 6701744508, 34882096000, 24346774400, 35227051400, 7004328842, 35227836300, 7101686157, 56261402000, 24725636500, 56978897300, 22136063900, 7007013278, 7005228958, 7004437920, 6602823070, 35226990500, 55667348900, 16401910700, 7003919278, 6701620142, 35227962800, 7102568880, 7103383475, 22834750900, 57202556857, 57202562494, 10039166400, 6701493699, 35226997700, 7404420037, 35227061700, 7003676102, 35227292100, 35226976200, 26326735300, 56978848200, 31967524300, 35226954200, 7004705753, 22833857500, 35227000800, 24757919200, 6701513700, 35315149800, 56439130600, 7003443189, 57202562039, 13612881400]","Italy"
56705691500,"[56523541000, 55983441400, 6603547661, 26648246800, 35773520400, 57024554000, 24329223700, 56920724500, 35231615000, 8591529000, 7006392362, 7102409259, 7402105900, 6701827628, 6603114543, 57193577522, 7003287098, 35417533500, 35351391300, 8774136900, 56906599500, 7003669072, 7202318417, 16039702100, 7501688408, 57201686617, 6603356253, 7004509281, 7202300001, 57191987814, 34875588200, 7006224498, 7006850167, 6701719161, 57195254907, 56284453500, 7103047807, 56207209600, 6701417607, 53985201300, 6508277910, 7101906583, 7004861593, 35290361500, 36041345700, 35273742500, 16309036200, 6602465971, 56543058100, 6701612213, 8596160700, 6506552509, 8421508800, 7003691206, 55454016200, 7401558228, 26660607700, 22634397400, 48861815000, 6701480666, 35239982300, 7005784800, 7006708451, 36037246700, 35378012400, 53064617200, 35354080500, 7004828916, 16023891700, 55239601400, 24756281600, 18535933700, 36048731400, 8232027400, 7102668046, 56357082900, 35374213400, 7003381018, 7102050074, 56424163100, 7005614368, 34571085600, 36768529700, 7103128362, 55138342700, 8329745200, 19642129200, 22954837300, 6603279159, 7006141241, 57202569532, 35375662400, 7102087489, 6603292486, 7201432902, 7006594888, 7201619785, 7202720586, 23484393800, 13309434700, 35235378000, 57189291344, 7201835346, 35237438800, 7007175006, 55811330400, 7006940003, 7102850916, 8739667300, 6701522277, 7006771047, 7403523428, 35435449700, 7005165411, 56705691500, 24339525500, 7003988354, 7403652994, 7003281795, 6603830153, 7004697483, 7202626958, 57201570703, 24553920400, 7801419664, 56662814100, 7006450580, 15842154900, 8247573400, 13605619100, 7005770659, 55614945700, 36039269800, 56393151400, 57202570156, 26434192300, 57189602736, 56310667700, 7003977653, 23036018100, 57202057655, 7006428088, 7402854331, 56208173500, 16143336900, 55395407300, 23485020100, 55625926600, 24470564300, 35369845200, 55630773200, 55800249300, 7403484635, 7004714461, 7005836769, 7007138278, 35402433000, 6701327341, 55246366200, 56425839100]","United Kingdom"
7006418936,"[7005177859, 14056004100, 7006316549, 8790523400, 7004243465, 7004114442, 35314952200, 14045516300, 55537292300, 15840725000, 36143231500, 8578525200, 35227399700, 35274580000, 8046919200, 7006067236, 56243019300, 7004125229, 8697482800, 35285557300, 35221177400, 56448262200, 56448168000, 35278815300, 35315141700, 7007131716, 35313916500, 35228143700, 56321805400, 7005176922, 7004821600, 7102422627, 7006944872, 35313941100, 55538312300, 6602104430, 35313561200, 35239828600, 7103341176, 57203215992, 35227241600, 36051279500, 6604029581, 7004247693, 35227667600, 56520493200, 23494961300, 35926846100, 7201565848, 35227509400, 36041136800, 35227432100, 35227393700, 12759080100, 7006790820, 35227359400, 35227508400, 35227905200, 24299427000, 57201369275, 56870887100, 6701680828, 16411691200, 35227618500, 7003925191, 35227622600, 7007049415, 37036023500, 55537591500, 35434423500, 8867323100, 35315148000, 35222476000, 55537812200, 55536834800, 56448211700, 35228077300, 35285715700, 35227851000, 7005909244, 35227756800, 35227863300, 35227095300, 35100110600, 7101874441, 10639199500, 56448159500, 35227026700, 8790525200, 35227367700, 26426991900, 14634343200, 35225690400, 35228024100, 55995576100, 34880546600, 35227042600, 8791919400, 56448205100, 7203021106, 56272264500, 25940940600, 6701767992, 26653985600, 35227566400, 35193761600, 36148321100, 35308730700, 35228001100, 35100120400, 7004878163, 35227074900, 35227155800, 6601931097, 36048279900, 35227876700, 7004070751, 35274511200, 35227603300, 35227837800, 7005129581, 36489311600, 35227670900, 7102105463, 6602082691, 36170906500, 6701729170, 35227362200, 8791944600, 7006418936, 35227664800, 7005326245, 35285477800, 55538128300, 35313283500, 57202224055, 55663482300, 56266095100, 56597596100, 35228093900, 7202932688, 7006485458, 35227743700, 24397155800, 7006985177, 56217303000, 35314113500, 7007073760, 35227926500, 35240572900, 14823873000, 6701738986, 35314769900, 7003663342, 7005801966, 15825660400, 35278835700, 12755098100, 35228151800, 35227157500]","Italy"
36048279900,"[7005177859, 56812535300, 14056004100, 7006316549, 15840725000, 7004243465, 7004114442, 14045516300, 55537292300, 35227399700, 16239393300, 35274580000, 8046919200, 7203050016, 35226059300, 26656105000, 7004125229, 35227735600, 8697482800, 35221177400, 35227935800, 56566239800, 35278815300, 15738032200, 35313916500, 35226940500, 35228143700, 56321805400, 7004821600, 7006944872, 16244842600, 35275950700, 35313941100, 55538312300, 35313561200, 35226934900, 7007049847, 57203215992, 35285430400, 7006485633, 7201809027, 36051279500, 6604029581, 7004247693, 35227667600, 12757293200, 35926846100, 7201565848, 36041136800, 35227432100, 35227393700, 35277966500, 7004135079, 6507651237, 35278294700, 7004601525, 24299427000, 35227503800, 7102479035, 16411691200, 7003925191, 35227037900, 55537591500, 35285669600, 6603133158, 15728237800, 7005864683, 35227365100, 55536834800, 35285715700, 35226955000, 7005909244, 35227756800, 35227863300, 35227095300, 7101874441, 10639199500, 7202041613, 35227026700, 7102648082, 6506398488, 6603119897, 35225690400, 14634343200, 35228024100, 56448205100, 34975082800, 7203021106, 56272264500, 25940940600, 6701626683, 26653985600, 35227566400, 35193761600, 7005224262, 35308730700, 35226977100, 6508136785, 7004878163, 35227667800, 36048279900, 35227876700, 24827940700, 57042379100, 35274511200, 12758684000, 56261604700, 35227603300, 6602912106, 35227214700, 7005129581, 7103118190, 36489311600, 35227670900, 6504592246, 7102105463, 7004908411, 36170906500, 55538168200, 7403505046, 7004149654, 35227362200, 8394675100, 35227664800, 35228151200, 16029332900, 7005326245, 35285477800, 55538128300, 35227190700, 35313283500, 35228206000, 16239550900, 57202224055, 55663482300, 7004642750, 15063819200, 6602116545, 15835356100, 6603900870, 35228093900, 7202932688, 7006485458, 35227743700, 35286022100, 6603496404, 56810711000, 7006985177, 56217303000, 35314113500, 35227052000, 7006806499, 35227926500, 14823873000, 7005801966, 7101889523, 12755098100, 7006418936, 35227157500, 7005863934]","United Kingdom"
35227857000,"[16427686400, 35227357700, 57203234311, 35226939400, 6505572367, 24759171600, 12759158300, 56880484900, 7004537381, 8789233700, 35226925100, 35314835500, 56654167600, 35227748400, 35228068400, 35227957300, 7004529719, 13906348600, 35227005500, 24483223100, 35227278400, 56250753600, 24536744000, 36123760200, 24438477900, 35227064400, 35226936400, 8859589200, 35227785300, 35227516500, 35227486300, 35227848800, 57201075299, 56438617700, 6603962980, 35227857000, 8791901800, 35354875500, 35227605100, 55325102700, 6602130032, 35227971700, 35227169400, 8047243900, 31967794300, 25635382400, 56438842500, 56438983300, 35227838600, 35315083400, 56967682700, 35227027600, 56024254100, 35227035800, 6701856410, 57202563228, 6603796638, 35227380900, 35355952300, 35227265200, 35228011700, 55238098100, 35227132600, 57202557627, 57202557628, 35227072700, 35226987200, 56212783300, 36148386500, 35227648200, 8791949000, 6602398413, 35227848400, 35229426400, 35227365600, 56254215400, 35277690600, 35355646700, 35228214000, 36026370800, 45261037300, 57202559221, 35227953400, 56225278200, 56439016700, 56808147200, 8086252800, 34768868100, 8935758600, 8791937300, 35273234200, 8791928600, 14630068000, 35228199200, 56250385700, 35315017000, 56224636200, 7005041971, 35227374900, 7102679861, 35227955000, 34767918400, 56978785600, 35226947400, 8738691400, 55169492300, 35227194700, 6701383503, 35228107600, 35228086100, 34769039700, 7005240663, 36042579800, 39262155100, 35227496800, 35227176800, 14634400100, 35227163500, 56978805100, 56870918000, 7003291511, 35228092800, 35227047300, 7201726341, 35315221900, 57203044241, 7007057809, 35228074900, 56978846100, 35227720600, 36148386200, 35231679900, 8791859100, 35227012000, 35226990500, 35278894500, 8546457000, 7003919278, 55856929200, 8301003700, 35227949500, 57202570173, 35227134400, 8086257600, 35227292100, 7102845895, 56978809800, 31967524300, 35227044300, 6701389778, 35226954200, 7004705753, 35227607000, 7101848031, 35350563300, 35488508900, 35226983400, 7004087284, 35227290100, 55397828600]","France"
7005863934,"[6505817089, 7005177859, 14056004100, 7006316549, 35227029000, 35314952200, 7004114442, 15840725000, 14045516300, 55537292300, 36143231500, 56448093200, 35227399700, 7101707295, 8046919200, 6508081696, 7006067236, 56243019300, 8984617000, 24758748200, 7004125229, 35227735600, 8697482800, 26022052400, 35227935800, 35227146300, 35313674300, 56448168000, 35315141700, 7007131716, 15738032200, 7004025928, 35313916500, 35228143700, 7004821600, 7102422627, 35227524200, 35313941100, 55538312300, 7007049847, 35239828600, 7103341176, 57203215992, 35285430400, 7006485633, 55172704900, 7006272136, 6604029581, 35277421200, 35227667600, 56262842000, 57137760400, 23494961300, 35926846100, 7201565848, 35227509400, 36041136800, 57203049632, 35227432100, 35227393700, 7006790820, 6507651237, 35227905200, 56448239800, 24299427000, 57201369275, 7102479035, 6701680828, 7003925191, 7007049415, 7101600969, 37036023500, 55537591500, 35434423500, 35315148000, 8247717600, 55537812200, 35227719400, 55536834800, 35228077300, 35285715700, 35278726900, 25948986100, 35226955000, 7005909244, 6701833984, 35227756800, 16473849600, 35227863300, 35227095300, 8696484100, 35100110600, 7101874441, 10639199500, 7202041613, 56448159500, 35227026700, 8790525200, 14634343200, 35225690400, 35228024100, 35227042600, 8791919400, 56272264500, 25940940600, 26653985600, 35227566400, 35193761600, 7202705219, 6603210566, 56029882700, 35227074900, 56448147800, 35227667800, 36124218200, 35227876700, 14628375900, 35274511200, 12758684000, 35227603300, 7003889515, 35227974000, 7003946866, 35227670900, 6504592246, 7102105463, 35285428600, 7006820740, 36170906500, 55538168200, 35277866900, 35227362200, 35222344600, 35278220700, 38762508700, 8394675100, 35227664800, 56437060000, 35285477800, 37093955500, 55538128300, 35227088300, 35313283500, 10043441600, 35228093900, 8928458700, 7202932688, 7006485458, 35227743700, 56217303000, 35314113500, 7007073760, 25943404000, 35227926500, 35240572900, 35314769900, 35278835700, 7006418936, 35227157500, 7005863934]","Italy"
56439016700,"[35227020800, 14826956800, 16427686400, 35227357700, 35226939400, 35227605000, 22996961300, 12774531100, 56275463200, 15842861600, 14056186400, 35226925100, 35226937900, 22970067500, 56654167600, 35227748400, 8844017200, 35227957300, 35372482100, 13906348600, 24483223100, 24536744000, 36491141700, 24438477900, 35227064400, 35226936400, 35227516500, 35227486300, 35227848800, 35227622500, 35227857000, 11040657000, 35354875500, 35227605100, 35230028400, 35227971700, 56978883700, 56808170100, 23033821300, 35227169400, 31967794300, 8047243900, 56438842500, 35227424900, 35227838600, 13612881400, 8606786700, 56967682700, 35227027600, 35227360400, 56978669200, 56967690900, 56439029400, 35227035800, 56894713500, 35226992800, 57202562722, 35227380900, 56438990000, 35227265200, 35227132600, 34570415800, 57202557628, 7006875836, 35227072700, 35226987200, 35227648200, 35227848400, 24504469200, 7005188314, 35227950300, 35229426400, 35227365600, 56254215400, 35277690600, 35355646700, 36026370800, 45261037300, 35227953400, 35227748600, 56439016700, 34768868100, 34975054600, 8062453000, 35227969300, 35273234200, 14630068000, 35228199200, 56250385700, 35227435300, 6602240294, 56438908200, 35278272300, 24280951600, 35227955000, 57190800185, 56072575800, 34767918400, 56978785600, 35226947400, 35315139400, 55169492300, 35271358800, 35228086100, 34769039700, 36042579800, 6603229529, 8062445400, 39262155100, 35227496800, 35227752800, 10340537700, 35227163500, 56978805100, 35314676600, 56978868600, 56978565500, 14824389500, 35231391100, 34882096000, 35228092800, 35227047300, 46361101700, 56978658700, 57203044241, 35225796500, 26326826900, 35227720600, 35231679900, 35226995100, 35226990500, 35278894500, 16401910700, 55856929200, 35227962800, 7005947314, 7103383475, 55094642100, 22834750900, 35227949500, 57202570173, 35227134400, 35227292100, 7404420037, 31967524300, 35227044300, 6602504144, 35227385300, 35227244500, 35227607000, 7006391260, 35350563300, 6701513700, 56983177700, 35226983400, 55957278700, 7003443189, 57202562039, 35227243000, 35227042300]","Germany"
35467605800,"[15619344900, 7103120389, 7006765069, 56259830800, 6505861136, 6508331536, 7102517268, 8609262100, 6603067931, 6602734623, 15121389600, 7201501215, 8662795300, 25422027300, 6506543142, 6602700329, 24375699500, 6602696752, 6507645489, 6602178614, 7006697527, 6507678774, 6602785337, 7102644794, 6506960955, 6507868223, 6602278465, 7007147589, 15119629900, 7004608084, 7201798741, 6603723860, 26540762200, 6602578532, 7202101862, 24552550000, 7005634161, 6602226804, 7102350967, 15133806200, 7003688060, 35479256700, 57201126525, 15120451200, 6603715203, 6603908228, 23073056900, 6506925700, 6505698440, 24550261900, 6506476174, 56629578900, 55164456600, 15049653400, 6603654302, 7006241440, 6602667700, 7003361462, 7005738679, 7005892790, 7202676921, 7004626106, 7004559551, 7006508736, 6507493571, 7801575111, 7102723277, 9335253200, 55900466900, 7801647318, 16143914200, 24432080600, 7006366942, 6701480164, 12240963300, 6701701363, 6508134644, 57196462325, 6603686135, 7004998905, 7004402430, 7005473537, 7003686660, 6506558725, 7004391175, 7005526794, 7004462346, 6601955600, 8646759700, 6507453214, 56262746400, 36903412000, 6602373410, 15121438500, 35467605800, 6603715880, 7004913451, 24447590700, 6602393901, 56633924400, 7102829360, 56913886000, 6507486515, 7006130486, 7003748155, 23074103100, 15836957500, 6701835583, 6508302155, 15129799500, 7103272273, 6506957138, 7201366868, 6602931035, 8572239200, 6602654568, 6603583338, 55894329200, 16178275700, 6603576692, 36819606400, 6603199876, 57197275525, 7801332614, 6701495687, 7003442064, 7102400921, 7005488026, 7004163482, 7102730649, 7004513693, 6603433370, 55911274400, 7006252453, 56420274600, 7202473897, 15619762600, 8662796200, 7102915500, 7003866033, 7004171699, 6701610422, 6603358651, 8683172800, 6603233733, 8791737800, 6602108364, 15130242000, 57204007377, 6602399197, 6506561503, 7004410336, 7005239265, 6701486565, 9042637800, 15222891500, 7005279726, 6506519540, 7103050742, 15068075000]","Netherlands"
7004135079,"[56211609600, 7005177859, 35228112900, 35227029000, 7004243465, 7004114442, 15840725000, 35285691400, 36170866700, 8287777300, 8062446100, 16245067800, 55536421400, 35239832600, 35227241500, 8046919200, 7404459557, 56973638700, 55435406400, 35315141700, 6602446917, 35221100100, 7401839687, 35227133000, 35388173900, 35315034700, 56448082000, 35285982800, 35313916500, 57203072085, 56321805400, 8062387800, 7004583006, 55444194400, 7004821600, 56210543200, 35285768800, 10041045600, 8394184800, 7006944872, 24764445800, 35313941100, 55538312300, 24759022700, 55134357100, 35313561200, 7003831414, 7007049847, 57199170687, 36077110400, 56566249600, 35221724800, 6603735688, 36051279500, 8078236300, 56448126100, 23494961300, 35926846100, 7201565848, 10044981400, 25821787800, 29767622300, 36041136800, 57203049632, 35285898400, 35227432100, 7401547428, 6507651237, 7004135079, 7005657775, 6701742771, 24299427000, 15037645500, 35227460800, 35227848900, 35221909700, 7003925191, 7007049415, 35227652300, 57203053263, 35228082900, 55134092500, 35226999000, 56448199900, 35313279200, 35227147500, 6603673326, 7006469870, 35313338100, 35227727100, 35227867900, 8903076100, 35222026500, 35227095300, 7101874441, 10639199500, 7202041613, 36171001100, 8062393100, 13908298000, 24483342100, 35227964700, 36170842400, 35221444900, 56448205100, 7006567214, 56272264500, 35278754100, 35194478900, 35221311800, 35193761600, 8664264000, 6603680587, 35226977100, 56448212300, 8928459600, 35227667800, 16052512600, 10042327900, 26032727900, 7005520224, 35227040100, 7003889515, 35227355500, 35227214700, 6603122027, 56795009900, 36489311600, 35227270000, 23010348400, 7102105463, 35194497400, 8062443900, 29767621500, 55538168200, 35228109200, 6602251152, 7403505046, 8394675100, 8094788000, 6701807023, 57202224055, 55663482300, 57201370049, 56597596100, 34573766600, 35227923400, 35228093900, 7202932688, 56217303000, 35226919900, 35314113500, 35227606500, 14823873000, 35227917800, 35227243500, 35227089900, 8909214700, 35278835700, 55580574200]","Germany"
7006944872,"[56211609600, 6505817089, 7005177859, 14056004100, 7006316549, 35227029000, 7004243465, 7004114442, 35314952200, 14045516300, 35227967500, 55537292300, 15840725000, 35227050000, 35227157500, 35227399700, 35274580000, 8046919200, 6508081696, 7006067236, 7004125229, 8697482800, 35221177400, 35227935800, 56448168000, 24757787200, 35278815300, 35315141700, 15738032200, 7004025928, 35313916500, 35228143700, 22135996500, 56321805400, 7004821600, 7102422627, 7006944872, 35313941100, 55538312300, 6602104430, 35313561200, 7003831414, 7007049847, 57203215992, 35285430400, 55172704900, 36051279500, 6604029581, 7004247693, 35227667600, 56262842000, 35926846100, 7201565848, 29767622300, 36041136800, 57203049632, 35227432100, 6507651237, 7004135079, 35227508400, 35227905200, 7004601525, 56448239800, 24299427000, 57201369275, 15037645500, 7003925191, 7007049415, 55537591500, 35315148000, 55537812200, 16245575400, 7005864683, 55536834800, 35228077300, 35285715700, 35278726900, 35227851000, 36170997500, 7005909244, 35227756800, 35227095300, 35227863300, 35100110600, 7101874441, 10639199500, 7202041613, 56448159500, 35227026700, 8790525200, 13908298000, 7102648082, 14634343200, 35225690400, 35228024100, 35227042600, 56448205100, 7203021106, 56272264500, 25940940600, 6701767992, 26653985600, 35227566400, 35193761600, 6603210566, 35308730700, 35228001100, 7202867023, 7004878163, 35227074900, 56448147800, 35227987800, 36048279900, 35227876700, 35227164000, 35274511200, 35227603300, 35227214700, 7005129581, 36489311600, 35227974000, 7003946866, 35227670900, 35278858100, 6504592246, 7102105463, 6602082691, 36170906500, 16019870600, 35277866900, 35227362200, 35227664800, 7005326245, 35285477800, 55538128300, 35313283500, 57202224055, 55663482300, 35278513600, 35228093900, 7202932688, 7006485458, 35227743700, 24397155800, 7006985177, 56217303000, 35314113500, 7007073760, 6508005859, 35227926500, 14823873000, 6701738986, 35314769900, 7003663342, 7005801966, 7101889523, 35278835700, 7006418936, 56266095100, 7005863934]","Italy"
7003663342,"[7005177859, 35228112900, 7006316549, 14056004100, 35227029000, 8790523400, 55537749000, 7004114442, 14045516300, 8791909900, 35314952200, 15840725000, 35227399700, 8046919200, 6508081696, 7006067236, 7004125229, 35227735600, 8697482800, 56448262200, 35227935800, 56448168000, 11038875200, 24757787200, 35315141700, 7007131716, 15738032200, 7004025928, 35313916500, 35228143700, 56321805400, 35227891800, 7004821600, 35285768800, 7006104160, 7006944872, 35313941100, 55538312300, 6602104430, 7007049847, 57203215992, 35227241600, 7006485633, 35285430400, 55172704900, 7401702536, 35277421200, 35227667600, 56520493200, 23494961300, 35926846100, 7201565848, 35227509400, 36041136800, 35227432100, 35227393700, 6507651237, 35227508400, 35227905200, 24299427000, 57201369275, 56870887100, 35227460800, 35227618500, 7003925191, 35227622600, 7007049415, 37036023500, 35227037900, 55537591500, 56448238300, 35315148000, 55537812200, 35227719400, 8791870700, 55536834800, 35228077300, 35285715700, 35278726900, 35278394100, 35227851000, 35226955000, 7005909244, 35227756800, 35227863300, 35227095300, 35100110600, 7101874441, 10639199500, 7202041613, 56448159500, 35227026700, 8790525200, 6701632283, 14634343200, 35225690400, 35228024100, 55995576100, 35227042600, 8791919400, 6603022127, 56272264500, 25940940600, 6701767992, 26653985600, 35227566400, 35193761600, 6603210566, 36148321100, 35226977100, 35100120400, 35227074900, 56448147800, 35227667800, 35227987800, 35227876700, 35221387100, 35274511200, 35227603300, 7103118190, 35227974000, 12796451700, 35227670900, 6504592246, 7102105463, 35285428600, 7006820740, 36170906500, 55538168200, 35277866900, 7004149654, 35227362200, 35222344600, 8791944600, 7006418936, 8394675100, 35227664800, 56437060000, 35285477800, 55538128300, 35313283500, 56025381300, 56266095100, 56448237000, 35228093900, 7202932688, 7006485458, 35227743700, 24397155800, 56217303000, 35314113500, 7007073760, 35227926500, 7003663342, 15825660400, 35227055600, 35278835700, 35228151800, 35227157500, 7005863934]","Italy"
36044882000,"[7003413508, 55561872900, 12806672900, 35486664200, 7003473419, 6603270162, 6603023899, 7005763611, 30867535900, 16643719200, 54887610400, 8682106400, 6701777452, 15060051500, 7801454638, 6602735151, 7007140917, 7003291193, 7006931003, 7003425347, 7006414918, 7003771468, 7101796429, 36044882000, 6603302480, 8311689300, 57197387863, 16204151900, 7101914210, 7005812842, 35235016300, 55408366700, 35403946100, 55347370100, 10041326200, 6602692729, 7004435066, 7101965435, 7102911619, 7402828932, 8935572100, 24333954700, 7202549901, 7005505681, 26032638100, 6602435225, 7004395004, 6603873440, 6602947238, 13406380200, 7202741929, 7102967467, 8578595500, 7403700399, 6602795696, 7003382458, 24074718400, 6507338948, 7004532934, 57190581448, 15055219400, 7003820244, 36747818200, 7501828826, 7006721247, 7005655782, 7006258406, 7402735341, 7004250349, 7003930354, 7103330547, 26643373300, 7005226739, 25227040500, 7103112955, 8617960700, 7102186748, 55941715200, 7004647680, 35445732100, 7004376325, 7007173381, 55378838800, 6602673424, 6603779350, 7404918551, 57200076062, 6602730271, 7402129188, 7003437864, 7005642028, 56624721200, 35274645300, 26666568500, 57193800503, 26431347000, 22944238400, 35312596800, 7005981508, 16415948100, 7102071622, 7006822726, 8944233800, 14010576200, 6602578759, 7005538119, 6701677910, 35414957400, 8713325400, 6603404634, 55537675100, 7201533792, 56262888300, 26643065200, 23990239600, 6602818928, 7103036277, 16506966400, 35448756100, 7005334922, 7404064145, 7004546962, 7202057107, 26026466200, 8531669400, 7201804699, 7004263326, 7202219423, 7003713951, 7006115749, 6603313573, 6603793832, 16501810600, 7404435372, 24400933300, 6603794356, 7403513270, 56271132600, 6507759553, 7201499076, 6603321287, 35402323400, 35396947400, 16234989000, 6603617742, 57203122639, 7006115794, 56154962900, 7003591125, 56273520600, 7102628825, 7102183906, 7402866152, 7006785516, 26435576300, 6506401772, 6701333494, 7003890171, 6603003388, 6508046334]","Germany"
35430862300,"[16427686400, 35226931200, 35278310400, 55334753800, 35274521100, 36491276300, 36553932300, 35400106000, 55325844500, 22996961300, 35276922900, 12759158300, 32667817500, 35227143200, 15842861600, 36491292200, 55668188200, 35226925100, 35226937900, 22970067500, 57202558508, 35223089200, 6603350067, 6603443260, 55327971900, 24536744000, 10042971200, 35226984000, 35279182400, 35223105600, 36491141700, 35226936400, 54986415700, 36491175000, 55341479000, 36719774300, 35226969700, 11040657000, 55336465000, 35354875500, 35227144300, 55325102700, 57202556527, 23033821300, 35223179900, 35095999100, 35314640000, 36554229900, 6507496079, 35227027600, 15047507600, 35278014100, 36491300500, 56439029400, 35227279000, 35227035800, 22133813400, 11139449500, 57203075229, 35226992800, 12781680300, 6602368174, 35227034800, 36491162800, 6506108082, 56978932400, 57202557628, 35227072700, 55034163900, 34568149500, 35226987200, 36491204800, 35226978500, 56434982600, 17342058700, 35276889300, 44460923100, 6602585308, 35227049200, 36026370800, 36491292400, 55210029300, 35355659000, 55421659900, 36443291900, 35226988800, 6602174231, 35227256600, 54915615000, 35313391900, 55572118300, 56814499100, 24757769500, 35619921700, 56224636200, 35227277100, 55213606700, 35313719600, 6505778480, 24280951600, 52363310900, 34767918400, 57202553666, 22134237000, 36491075400, 35227271500, 36491220300, 55443463500, 35227186000, 35226946900, 56978955100, 23479388000, 35104288100, 35558385000, 6506648426, 35226996600, 55091022200, 57203175803, 44460933500, 24346774400, 54416871300, 35351557000, 56978658700, 35226944400, 35222916500, 35227157400, 6505912216, 35226995100, 35227012000, 35226990500, 55667348900, 55656370600, 35223098800, 55667591600, 55341067700, 54960950200, 35227168700, 55443258300, 35227134400, 16229297600, 35226997700, 35227061700, 35226976200, 56978848200, 31967524300, 6602653647, 35228802000, 35226954200, 55171735000, 56808163800, 56365079000, 35430862300, 22833857500, 35227000800, 24757919200, 35226983400, 6602737140, 57202562039, 55037508600, 55221576700]","Germany"
