"id","co_list","country_origin"
35227270000,"[6505817089, 35228112900, 35227029000, 55537749000, 56448127500, 35227967500, 35221465100, 35350915600, 35227173400, 55536421400, 56213695000, 35239832600, 35226976800, 8046919200, 35356052000, 35227147300, 56997681700, 35226059300, 8984617000, 35226976300, 7005601837, 35227411500, 56973638700, 35227735600, 35227248700, 56448168000, 35228229700, 35227517000, 15738032200, 35388173900, 56448082000, 57203072085, 7005176922, 35354027100, 55444194400, 35228083300, 35228228200, 13611921000, 7007049847, 35351598200, 57203215992, 35227356800, 7006485633, 35227138700, 35277421200, 35227270800, 56262842000, 56448126100, 35227159700, 9276392600, 35227859100, 34568044700, 35227837600, 35227031200, 35227432100, 35227359400, 35227508400, 35227905200, 35228075700, 57203055289, 57201369275, 35227618500, 35227848900, 35227853000, 37036023500, 35227652300, 7006315725, 7004393676, 35227519700, 8385360600, 35227293400, 35228244700, 56448199900, 8867323100, 35227493600, 35227386100, 35278726900, 35226955000, 35227867900, 6701833984, 35227756800, 7003825410, 8903076100, 35227265800, 56074693900, 35227367700, 26426991900, 35227964700, 56448196900, 7006210344, 55180211500, 34975082800, 56681783600, 56448123700, 35278754100, 35221311800, 26653985600, 8664264000, 35227497800, 35308730700, 35228001100, 35227074900, 35227667800, 35227155800, 35226929500, 35228068700, 35227876700, 35228200800, 35227040100, 35227168100, 35228076900, 35227355500, 35226950000, 35227270000, 35227974000, 55536726900, 35227005300, 35227670900, 35227499900, 35227520900, 7006417288, 35228109200, 35227981200, 6602251152, 35227844500, 35277866900, 35222344600, 56283618200, 35227037600, 56437060000, 35227732900, 37093955500, 35227190700, 35227975600, 26426055600, 35227736500, 57202224055, 56448143800, 56266095100, 7003604925, 56597596100, 35226997700, 34573766600, 35227249100, 55422833100, 55136432600, 35227056600, 34770753500, 12796878300, 8346083300, 35227606500, 26427401700, 35227926500, 35227175400, 35314769900, 7006671346, 35356070900, 55324070900, 7403239412, 35227157500]","United Kingdom"
35222079700,"[14056004100, 35227029000, 35227272200, 15840725000, 6602232843, 56448127500, 26425343500, 35350915600, 35227399700, 56029998100, 16239393300, 29667514900, 35239832600, 16245067800, 35227241500, 34874550300, 35226976800, 35227147300, 56997681700, 16476081700, 8916184100, 35226976300, 7005601837, 35227411500, 25622931500, 55537623600, 35227010100, 7409386554, 35227248700, 35277450300, 7004880447, 11038875200, 16019551300, 35227517000, 15738032200, 35228122700, 35226940500, 57203072085, 35354027100, 35227964000, 10041045600, 35227904100, 35228083300, 35228228200, 16244842600, 35275950700, 14038945900, 55172704900, 35227138700, 35227241100, 35277421200, 12758816400, 56448126100, 35227159700, 10044981400, 35227859100, 35227432100, 35228097700, 35227282600, 56561950900, 35227145400, 57203055289, 15037645500, 35227396800, 34970684100, 34568422600, 16244979400, 55537591500, 56842764500, 35222079700, 35227370200, 35227045600, 35226989800, 35227207400, 15728237800, 16245575400, 35227365100, 14424365300, 35226929400, 35227727100, 35227867900, 6701833984, 8903076100, 35228208900, 15834327300, 35314015500, 13908298000, 7102648082, 35227367700, 6603408151, 26426991900, 35226923300, 35313280300, 34975082800, 35226948400, 35227950900, 7501832501, 35227195700, 56448191800, 35227173700, 35227497800, 35285780300, 35226977100, 16245050700, 34875356500, 7004070751, 35227164000, 35274511200, 12758684000, 35227040100, 35227744100, 35227526500, 36699978600, 35235133800, 35227355500, 56000744300, 36489311600, 35226950000, 35227499900, 16019870600, 7201458058, 57200899467, 35227298700, 35228109200, 7404171672, 57203056538, 35228211100, 16029332900, 35227634600, 35227975600, 26426055600, 35227736500, 35227544500, 57202224055, 35227881400, 55993658300, 35227864000, 10043441600, 15063819200, 16243889600, 56597596100, 35226997700, 15835356100, 34573766600, 35277535700, 55136432600, 35226979800, 12775242200, 35226919900, 35227052000, 26427401700, 35227841000, 35228101100, 35227371500, 15825660400, 26032585200, 7006671346, 35356070900, 12755098100, 57203028991]","United Kingdom"
35227061700,"[35227020800, 14826956800, 16427686400, 35278310400, 35504085000, 35227596300, 35313369100, 55325844500, 22996961300, 35228090900, 7401512474, 57202562075, 35766979100, 35227143200, 15842861600, 7006683179, 35226937900, 22970067500, 7005529134, 6701387820, 10039870000, 6603350067, 35372482100, 57202556475, 24536744000, 35226984000, 35313298500, 13612869700, 56808150600, 25025562700, 35227622500, 35226969700, 8791901800, 35313911400, 11040657000, 35227144300, 55325102700, 35313398900, 35314614900, 23033821300, 23570388600, 35095999100, 35314640000, 35227424900, 6507496079, 35228128400, 7102567570, 56967690900, 56439029400, 35227035800, 22133813400, 56978617500, 55159135900, 56894713500, 35226992800, 7003373224, 12781680300, 6602368174, 8293419700, 8398051000, 34570415800, 6603240635, 7006875836, 35227072700, 7005583039, 56434982600, 57202557646, 8212770000, 56439065300, 7005344981, 35276889300, 10044710100, 25940585700, 56254215400, 8832890600, 7003833584, 35227049200, 36026370800, 55210029300, 35226988800, 7003981571, 34768868100, 55340891400, 7103320329, 35227052300, 7006817549, 13002919700, 35314484500, 6602174231, 34869270300, 35313391900, 56814499100, 35227435300, 56224636200, 6505778480, 7005041971, 56072575800, 15841177400, 7003560254, 7101609791, 56978785600, 7101706560, 35315049800, 35227271500, 35227186000, 56284115800, 6603229529, 8062445400, 7101750622, 25942632800, 10340537700, 35227857400, 56978805100, 8046653300, 35314676600, 57203175803, 56978565500, 7004315004, 6701744508, 44460933500, 35227051400, 6701677963, 35227836300, 7101686157, 56261402000, 56978897300, 6602823070, 35227012000, 7004437920, 55667348900, 6701620142, 35227962800, 7102568880, 7103383475, 35227168700, 57202562494, 10039166400, 6701493699, 35226997700, 7404420037, 35227061700, 7003676102, 35227292100, 35226976200, 56978848200, 31967524300, 6602653647, 8105593300, 55171735000, 24170045400, 22833857500, 7101848031, 35227000800, 24757919200, 6701513700, 35315149800, 56439130600, 7003443189, 57202562039, 13612881400]","Italy"
35227857400,"[35227020800, 16427686400, 56978794500, 35504085000, 35227596300, 35313369100, 55412398100, 22996961300, 35228090900, 6603203094, 8644855800, 57202562075, 35766979100, 7006683179, 35226937900, 6701387820, 7005529134, 10039870000, 35228085300, 35372482100, 57202556475, 24536744000, 35227180100, 35313298500, 13612869700, 8296914500, 56808150600, 25025562700, 9744960600, 35227622500, 35226969700, 8791901800, 35227140200, 35313911400, 35313398900, 35314614900, 23570388600, 36122388600, 35227424900, 35228128400, 56967690900, 35285467800, 56978617500, 55159135900, 56894713500, 7003373224, 12781680300, 31967758000, 8293419700, 8398051000, 57202557625, 34570415800, 6603240635, 7005583039, 35228040900, 35227789000, 57202557646, 8212770000, 56439065300, 7005344981, 10044710100, 35410525400, 25940585700, 56254215400, 8832890600, 35355646700, 55140235500, 7003833584, 57202559221, 35226988800, 7003981571, 34768868100, 55340891400, 7103320329, 8664424200, 35227052300, 35315018000, 35314484500, 35227969300, 13002919700, 7005366043, 34869270300, 35313391900, 35227435300, 56377220900, 56224636200, 15047159600, 6505778480, 7005041971, 56072575800, 15841177400, 7003560254, 7101609791, 56978785600, 7101706560, 35315049800, 35227186000, 56284115800, 6603229529, 35277847900, 6602946397, 7101750622, 25942632800, 10340537700, 35227857400, 56967754100, 8046653300, 35314676600, 56978565500, 6701744508, 34882096000, 24346774400, 35227051400, 7004328842, 35227836300, 7101686157, 56261402000, 24725636500, 56978897300, 22136063900, 7007013278, 6602823070, 7004437920, 6504774562, 35226990500, 55667348900, 16401910700, 7003919278, 6701620142, 35227962800, 7102568880, 7103383475, 8301003700, 22834750900, 57202556857, 57202562494, 10039166400, 6701493699, 35227061700, 7404420037, 7003676102, 35227292100, 26326735300, 56978848200, 6602504144, 6602909138, 35227385300, 9277407700, 16020503000, 7004705753, 35226954200, 24170045400, 22833857500, 6701513700, 35227687400, 35315149800, 56439130600, 7003443189, 57202562039, 13612881400]","Italy"
7005937977,"[35277939200, 56812535300, 35228112900, 14056004100, 8790523400, 55537749000, 35314952200, 16244718600, 8791909900, 6603841548, 35227157500, 35227638800, 56029998100, 16239393300, 56213695000, 8046919200, 7203050016, 6508081696, 35227079200, 35226059300, 7006067236, 8697482800, 35221177400, 56448262200, 35227935800, 11038875200, 7007131716, 15738032200, 35227891800, 7005176922, 56210543200, 35285768800, 35228083300, 35226934900, 7007049847, 57203215992, 35227241600, 7006485633, 35285430400, 7006272136, 7401702536, 6604029581, 35227667600, 56520493200, 23494961300, 7202648725, 35227509400, 35227637400, 35227432100, 35277966500, 35278009000, 35278294700, 35285501100, 35227508400, 6701742771, 7004601525, 24299427000, 56870887100, 35227460800, 35227618500, 7007049415, 35227622600, 35227037900, 55537591500, 7003960538, 56448238300, 35227839200, 35315148000, 35285669600, 8738687200, 6603133158, 55537812200, 35227719400, 15728237800, 7005864683, 8791870700, 35227864300, 6602976492, 55536834800, 6603322098, 35285715700, 35278394100, 35227851000, 7005909244, 35227756800, 56448125700, 35227863300, 35100110600, 7101874441, 56448159500, 35227026700, 8790525200, 7102648082, 6603745044, 6701632283, 35225690400, 55995576100, 8791919400, 6603022127, 7005937977, 6701626683, 35227566400, 7005224262, 35227651400, 36148321100, 35226977100, 35100120400, 6508136785, 7005088084, 35227667800, 35228151800, 35227876700, 24827940700, 57042379100, 35221732700, 35274511200, 12758684000, 56261604700, 35221387100, 35227603300, 7103118190, 12796451700, 6504592246, 7102105463, 35285428600, 7004908411, 55538168200, 26643205000, 6701834639, 6701729170, 35227362200, 8791944600, 35227033500, 35227839900, 35227664800, 35228151200, 16029332900, 35285477800, 55538128300, 35228206000, 56025381300, 56266095100, 15063819200, 15835356100, 7003375045, 56448237000, 35228093900, 35227743700, 35286022100, 56217303000, 7007073760, 35227917800, 56251124200, 35228101100, 7003663342, 15825660400, 35227055600, 12755098100, 7006418936, 56976648700]","Greece"
35227028900,"[56211609600, 7005177859, 25935901700, 35227029000, 15840725000, 55537292300, 35350915600, 35227050000, 55536421400, 16245067800, 35227241500, 56973638700, 56448262200, 35227372600, 34571299900, 35227146300, 55435406400, 35315141700, 35227133000, 35315034700, 57203072085, 7004583006, 55444194400, 7004821600, 8394184800, 7103274597, 35228228200, 35227502700, 55538312300, 24759022700, 55134357100, 35313561200, 56236454000, 16246011000, 57199170687, 36077110400, 35227843200, 35221724800, 15756410500, 7006272136, 6603735688, 56448126100, 35926846100, 7201565848, 25821787800, 29767622300, 36041136800, 57203049632, 10044712100, 6507651237, 24299427000, 24593110200, 35227623100, 35227162300, 56448179900, 15037645500, 7007049415, 35227622600, 37036023500, 35227037900, 7004393676, 57203053263, 35226922200, 35226999000, 34767905500, 56448199900, 35227980000, 35227732200, 35227147500, 16246475500, 6603673326, 35228077300, 35227723000, 35226955000, 35227727100, 35227279100, 35227867900, 35227095300, 7101874441, 35227973900, 10639199500, 7202041613, 36171001100, 13908298000, 35227964700, 35231015200, 35228024100, 35221444900, 7006210344, 35272832300, 55180211500, 56272264500, 35278754100, 35194478900, 24758135100, 35193761600, 35226917700, 35227497800, 35308880200, 36148321100, 56029882700, 29767730000, 56448147800, 6507798874, 56448126300, 10042327900, 26032727900, 35227040100, 35227731300, 35227837800, 6603122027, 56795009900, 35231148400, 23010348400, 35194036600, 35194497400, 29767621500, 55538168200, 35193924500, 8394675100, 35227037600, 8094788000, 35227732900, 35227028900, 35278668200, 35285477800, 57193657262, 6701807023, 26426055600, 56025381300, 35231102900, 7102208949, 57202224055, 35228073400, 7003604925, 57201370049, 56597596100, 55666157000, 35227923400, 57202909642, 35228093900, 56808317900, 35227214800, 35227359700, 35227850200, 56217303000, 35228080600, 25937297400, 35226919900, 35221944800, 35227606500, 35227243500, 35228088300, 35227089900, 35227721200, 35227354100, 35278835700, 55580574200, 7005122554, 57203028991]","Italy"
35227392400,"[56211609600, 6505817089, 7005177859, 14056004100, 35314952200, 7004243465, 7004114442, 15840725000, 56448204300, 35227050000, 8578525200, 16245067800, 10045464600, 35227173400, 35239832600, 34874550300, 26032604700, 8046919200, 7203050016, 6508081696, 16476081700, 26022052400, 35313674300, 56448168000, 11038875200, 15738032200, 35315034700, 56448082000, 22135996500, 22994812500, 16246899800, 7004821600, 35228083300, 14634009700, 35227660900, 13611921000, 16244842600, 35313941100, 55538312300, 24759022700, 35313561200, 56236454000, 35313296500, 7003831414, 35285430400, 15029012100, 15756410500, 36051279500, 8078236300, 6604029581, 56520493200, 56262842000, 12758816400, 10044981400, 25821787800, 29767622300, 24758047900, 35227432100, 12759080100, 8928457900, 35227508400, 7004601525, 24299427000, 15037645500, 35285543100, 16411691200, 13612382400, 7102720706, 35351104200, 8867323100, 35313279200, 15728237800, 16245575400, 7005864683, 10041099500, 16246475500, 35228077300, 35313338100, 35285715700, 26656087800, 6603959547, 35227176700, 36170997500, 8903076100, 36123824900, 23987261700, 13908298000, 7102648082, 35314689300, 6507993892, 8791919400, 56681783600, 35227793200, 7501832501, 25940940600, 24758135100, 35227651400, 6603777867, 35228001100, 56448212300, 56029882700, 16245050700, 7202867023, 29767730000, 7004878163, 10041449300, 7005088084, 35227987800, 35221732700, 35228068700, 24827940700, 10042327900, 35227164000, 12758684000, 56261604700, 35277909500, 35227974000, 23010348400, 37048454000, 35227990900, 35227005300, 35278858100, 29767621500, 23094469500, 24544363900, 6506430338, 6602082691, 36170906500, 10044736900, 55538168200, 16019870600, 35227392400, 35277866900, 35313523100, 23493456800, 16029332900, 16245640100, 26426055600, 56448143800, 10043441600, 57201370049, 35278513600, 15063819200, 15835356100, 8928458700, 35222039500, 35227056600, 34869079000, 24397155800, 7003879901, 25943404000, 35314719200, 6508005859, 6701738986, 35277393900, 35314769900, 35227089900, 15825660400, 7101889523, 56266095100]","United Kingdom"
35227364000,"[35226931200, 57202556932, 56204138500, 24759171600, 35226998800, 35227510800, 35227741200, 55325844500, 35227988500, 35228090900, 36491502100, 57202562075, 35235459100, 8903094300, 35227002400, 56275463200, 57203215394, 35228222000, 35227607600, 35228068400, 6603350067, 35228085300, 35227163700, 13906348600, 35227278400, 35200155200, 35226984000, 35227615300, 35227180100, 35227141200, 35227951700, 35227264600, 35226935900, 35227622500, 35227985000, 18435639400, 15749802600, 35227144300, 35227523700, 55169859700, 57196175479, 25522529400, 55500475000, 35277567100, 8088242300, 34875711100, 35227979900, 35274563200, 35227160700, 56438855300, 35227501700, 35227249800, 56429912200, 35227266700, 57191855761, 35228145300, 56978792600, 56439029400, 35227279000, 35227513500, 57203075229, 35227948700, 35354493600, 35226992800, 35227364000, 35227995300, 57202562725, 35227973800, 55727830700, 35227034800, 8903092400, 35228011700, 8398051000, 57202557628, 35227994300, 35227533500, 35227947200, 35227985600, 35227294400, 57202557635, 24759300300, 56785403600, 45561531600, 35277533400, 35227959000, 35227361000, 35227518700, 35227177200, 55174052600, 35227880700, 35227983100, 56808147200, 8903088900, 35227986700, 35227670800, 7401520916, 32767502100, 35228271900, 26667747100, 35227068700, 35228071200, 35227947300, 35227392300, 35227277100, 35278272300, 35227374900, 35227144500, 55444710200, 35227856700, 35227732800, 35226934600, 55169492300, 35227271500, 35228107600, 35226946900, 35228269400, 35227979100, 35226993500, 35227176800, 56978916200, 35227854700, 56220801900, 55254610800, 35226996600, 35226940800, 35227529600, 13407629700, 35232282500, 57189084042, 35227836300, 35227264400, 35226944400, 35227605400, 57202567576, 35224063900, 35227012000, 55741345700, 35232379300, 35227737000, 35226934700, 35227613100, 35228030900, 35227292600, 57202562494, 35226997700, 56914984900, 35227996100, 35226976200, 57203233226, 35227953100, 35227368400, 7005158870, 16020503000, 55171735000, 56808163800, 55156063200, 35227746300, 35227849200, 35227042300, 57200266238]","Czech Republic"
35227042600,"[6505817089, 7005177859, 14056004100, 7006316549, 35227029000, 35314952200, 7004114442, 15840725000, 14045516300, 36143231500, 35227157500, 56448093200, 35227399700, 7101707295, 8046919200, 6508081696, 7006067236, 56243019300, 24758748200, 35227411500, 7004125229, 35227735600, 8697482800, 26022052400, 35285557300, 35227935800, 35227146300, 18534090300, 56448168000, 35315141700, 15738032200, 7004025928, 35313916500, 35228143700, 22135996500, 16246899800, 7004821600, 7102422627, 35227524200, 16244970600, 35313941100, 55538312300, 7007049847, 35239828600, 7103341176, 57203215992, 35285430400, 7006485633, 7006272136, 35277421200, 35227667600, 56262842000, 57137760400, 23494961300, 35926846100, 7201565848, 36041136800, 35227432100, 35227393700, 7006790820, 6507651237, 35227359400, 35227508400, 35227905200, 56448239800, 24299427000, 57201369275, 7102479035, 6701680828, 15037645500, 7003925191, 7101600969, 37036023500, 55537591500, 35434423500, 8867323100, 8247717600, 35222476000, 55537812200, 16245575400, 55536834800, 35228077300, 35285715700, 25948986100, 35226955000, 7005909244, 6701833984, 35227756800, 16473849600, 35227863300, 35227095300, 8696484100, 35100110600, 7101874441, 10639199500, 7202041613, 56448159500, 35227026700, 8790525200, 13908298000, 35227367700, 26426991900, 14634343200, 35225690400, 35228024100, 34880546600, 35227042600, 8791919400, 56272264500, 25940940600, 6701767992, 26653985600, 35227566400, 35193761600, 7202705219, 6603210566, 56448147800, 35227667800, 35227155800, 36124218200, 35227876700, 14628375900, 7004070751, 35274511200, 35227603300, 35227974000, 35227670900, 7102105463, 35285428600, 7006820740, 36170906500, 55538168200, 16019870600, 35277866900, 35227362200, 35278220700, 38762508700, 8394675100, 35227664800, 35285477800, 37093955500, 55538128300, 35227088300, 35313283500, 56266095100, 8928458700, 7202932688, 7006485458, 35227743700, 56217303000, 35314113500, 7007073760, 25943404000, 35227926500, 35240572900, 35314769900, 35278835700, 7006418936, 6603169788, 7005863934]","Italy"
14823873000,"[6505817089, 7005177859, 14056004100, 7006316549, 35227029000, 35314952200, 7004114442, 15840725000, 14045516300, 55537292300, 35227399700, 55536421400, 35239832600, 8046919200, 6508081696, 8984617000, 7004125229, 35227735600, 8697482800, 35227935800, 56448168000, 35278815300, 35315141700, 6602446917, 7401839687, 15738032200, 7004025928, 35388173900, 35285982800, 35313916500, 57203072085, 35228143700, 56321805400, 8062387800, 7004821600, 56210543200, 7102422627, 7006944872, 24764445800, 35313941100, 55538312300, 35313561200, 7007049847, 57203215992, 35285430400, 7006485633, 55172704900, 36051279500, 7004247693, 35277421200, 35227667600, 56262842000, 56448126100, 23494961300, 35926846100, 7201565848, 35227509400, 36041136800, 57203049632, 35227432100, 35227393700, 7401547428, 7004135079, 6507651237, 35227905200, 6701742771, 56448239800, 24299427000, 57201369275, 7102479035, 35227460800, 7003925191, 7007049415, 37036023500, 35227652300, 55537591500, 57203053263, 35228082900, 35315148000, 35313279200, 55537812200, 35227719400, 7006469870, 55536834800, 35228077300, 35285715700, 35278726900, 35226955000, 7005909244, 35227756800, 8903076100, 35227863300, 35222026500, 35227095300, 35100110600, 7101874441, 10639199500, 7202041613, 56448159500, 35227026700, 8790525200, 14634343200, 35225690400, 35228024100, 35227042600, 56448205100, 7006567214, 7203021106, 56272264500, 25940940600, 26653985600, 35227566400, 35193761600, 6603210566, 6603680587, 35226977100, 35227074900, 56448147800, 35227667800, 36048279900, 35227876700, 35274511200, 7005520224, 35227603300, 7003889515, 35227214700, 36489311600, 35227974000, 7003946866, 35227670900, 6504592246, 7102105463, 35285428600, 36170906500, 55538168200, 35277866900, 7403505046, 35227362200, 35222344600, 8394675100, 35227664800, 56437060000, 35285477800, 55538128300, 35313283500, 55663482300, 35227923400, 35228093900, 7202932688, 7006485458, 35227743700, 56217303000, 35314113500, 7007073760, 35227926500, 14823873000, 35278835700, 7006418936, 35227157500, 7005863934]","Germany"
7005228958,"[14826956800, 16427686400, 35278310400, 35227357700, 35227596300, 7201489423, 35277021200, 55325844500, 22996961300, 6603203094, 35276922900, 7401512474, 8903094300, 35278176800, 35227143200, 15842861600, 35226937900, 22970067500, 6701387820, 35223089200, 6603350067, 35227163700, 24536744000, 35226984000, 8296914500, 9744960600, 56438617700, 35226969700, 8791901800, 11040657000, 35227144300, 55325102700, 57201642612, 23033821300, 35095999100, 35314640000, 35233692800, 35227373700, 7004041349, 7004072071, 6507496079, 7102567570, 56024254100, 56439029400, 35227035800, 35285467800, 22133813400, 35226992800, 35227380900, 31967630500, 35227132600, 34570415800, 8321315000, 7006875836, 7003849404, 26538061500, 7005583039, 35227294400, 56434982600, 35276889300, 7006229719, 26326821600, 35277690600, 35355646700, 36026370800, 55210029300, 57202559221, 57191950070, 17345167100, 34975054600, 8664424200, 12775263500, 7006817549, 6602174231, 24758179100, 24757769500, 7003373854, 34869270300, 56250385700, 6603914023, 56224636200, 6602325806, 6505778480, 24280951600, 26326814000, 35227374900, 16428620600, 7101609791, 34767918400, 35227271500, 35227194700, 7003540815, 35227186000, 35226946900, 7006325076, 7003673945, 35277847900, 6602946397, 7101750622, 23492055900, 25942632800, 10340537700, 9436230500, 35104288100, 35227854700, 35314676600, 57203175803, 7004315004, 6701744508, 24757919100, 44460933500, 24346774400, 7006986115, 7004328842, 6701677963, 35227836300, 26326826900, 35222916500, 24347545500, 7005228958, 35227012000, 35226990500, 55667348900, 16401910700, 24758830000, 7005947314, 8301003700, 22834750900, 57202556857, 35227168700, 28167597500, 8977995200, 16229297600, 6701493699, 35226997700, 26326735300, 7102845895, 35226976200, 56978848200, 31967524300, 6602653647, 35227385300, 8105593300, 8670585300, 56808163800, 55171735000, 16020503000, 35226954200, 35277505500, 22833857500, 7101848031, 35227000800, 24757919200, 7006058984, 12755273200, 6701822963, 27169600500, 7003443189, 8644855800, 34568149500]","Germany"
35228024100,"[56211609600, 7005177859, 35227029000, 15840725000, 14045516300, 35350915600, 16245067800, 55536421400, 35239832600, 35227241500, 7101707295, 35356052000, 7404459557, 24758748200, 56973638700, 8697482800, 35227935800, 56448262200, 35313674300, 55435406400, 35315141700, 35227133000, 7004025928, 35315034700, 35313916500, 57203072085, 35228143700, 7004583006, 55444194400, 7004821600, 8394184800, 7102422627, 35227524200, 35313941100, 55538312300, 24759022700, 55134357100, 35313561200, 56236454000, 7007049847, 16246011000, 57199170687, 36077110400, 35285430400, 35221724800, 7006272136, 6603735688, 56448126100, 23494961300, 35926846100, 7201565848, 25821787800, 29767622300, 36041136800, 57203049632, 12759080100, 6507651237, 56448239800, 24299427000, 7102479035, 15037645500, 35227460800, 7007049415, 57203228874, 35227652300, 7004393676, 55134092500, 35226999000, 56448199900, 35227980000, 8247717600, 35227147500, 6603673326, 55536834800, 35228077300, 35285715700, 35226955000, 35227727100, 35227867900, 6701833984, 35227863300, 35227095300, 7101874441, 35227026700, 7202041613, 36171001100, 13908298000, 35227964700, 35225690400, 35228024100, 35227042600, 56272264500, 35278754100, 35194478900, 25940940600, 35221311800, 24758135100, 35227566400, 35193761600, 35226917700, 6603210566, 56029882700, 8928459600, 56448147800, 35227667800, 36124218200, 35228068700, 56448126300, 14628375900, 26032727900, 35274511200, 35227040100, 35227603300, 7003889515, 35227355500, 6603122027, 56795009900, 36489311600, 23010348400, 35194497400, 29767621500, 7006820740, 56243047300, 55538168200, 7006417288, 35228109200, 35193924500, 35278220700, 38762508700, 8394675100, 15741388700, 35227664800, 8094788000, 7004015014, 35285477800, 37093955500, 55538128300, 35227088300, 35313283500, 6701807023, 7102208949, 57202224055, 7003604925, 57201370049, 56597596100, 35226997700, 35227923400, 35228093900, 35227214800, 7006485458, 56217303000, 35226919900, 34770753500, 35227606500, 35227243500, 35227089900, 35278835700, 55580574200, 7005122554, 7005863934]","Italy"
36041927900,"[24364915200, 7005518338, 57203081731, 35233130500, 35378538500, 35474564100, 16168213000, 57203520009, 7103221771, 6603419148, 16239330300, 6603810834, 6701791769, 7003741727, 15049184800, 7004307493, 7006433833, 6507850795, 6603964465, 15519515700, 16506630200, 6603920444, 7004167743, 35393677900, 57196077132, 57198284883, 7003663446, 6602738263, 6603534937, 6507972699, 6701715553, 6602431588, 7005975654, 7003306599, 6603417708, 55459929200, 6602190960, 7202543218, 7005289080, 6603936890, 7202415226, 7102795900, 9534501000, 55433854600, 7004378252, 7402832029, 34770122400, 6701595299, 36148187300, 7102903975, 6603688110, 7202273968, 7202163382, 55540092100, 24335961800, 7003849417, 7402399435, 7006290124, 7006808271, 55246203600, 36517567700, 56618956500, 7004082907, 36041927900, 14066414300, 6507569374, 19335410400, 56631052000, 7403050211, 7402594532, 7004141287, 16310637800, 35546477800, 7003667695, 7402039536, 6603613940, 6701602039, 35475539200, 7404987137, 35462286600, 6602178826, 7102199570, 7404448531, 56301978900, 6506745111, 7003578137, 7101627162, 7004338468, 7005576484, 7202916135, 35501577000, 7401625901, 23071658800, 6701361458, 6603750195, 6602422068, 14049928500, 7102887223, 7203068220, 8646467900, 6602521404, 6603353412, 6701542725, 7402773832, 7003518281, 7003483981, 7409515343, 7005131600, 7402868559, 6603777878, 6507470678, 55429301600, 7005381479, 36050822000, 7006109041, 8558435700, 7004919668, 7003725175, 35372660600, 7003729786, 6701344635, 7006861695, 55180054400, 35372749700, 16144180100, 7202749318, 7501783431, 7005429129, 7406368139, 8651106700, 7004070283, 56466227600, 7006914965, 56524744600, 7102172574, 35400532900, 7006417829, 6604034471, 7101723560, 57198268331, 7202230701, 7410178479, 6507672497, 16164896700, 35924755900, 8110820800, 7006762434, 7005285316, 7006920650, 13702939600, 7102974417, 7006333395, 7403523546, 6603793376, 6602726371, 36064679400, 16305511400, 35351382000, 6602421749, 6602161148]","United Kingdom"
35226986100,"[56204138500, 24759171600, 35227510800, 35274499600, 35227399700, 55325844500, 35227241500, 35235459100, 34874550300, 35227002400, 35228231200, 55974445600, 16476081700, 35228085300, 35254645300, 35227001400, 35227948600, 35227278400, 35200155200, 35227615300, 35228208200, 35228122700, 35227141200, 35227499600, 35313285200, 35226935900, 35227264100, 55147809900, 36945689200, 56506508400, 35199526000, 35227523700, 55169859700, 35226986100, 25522529400, 55500475000, 34875711100, 35227160700, 35227395200, 56438855300, 34970848900, 35227249800, 6603689608, 35227045000, 35227160200, 34875893900, 35227386000, 35227718800, 56978792600, 35227957400, 57203075229, 35227364000, 35227995300, 57202562725, 35227034800, 35228011700, 35227397300, 35227145400, 35228220600, 57202557628, 35227994300, 35227281600, 35227733700, 35227247300, 34568422600, 35227008200, 35226918600, 35228211400, 35226935500, 35227767500, 35227758800, 35227391700, 35227370200, 35227045600, 35227404000, 35227361000, 35226989800, 35227365100, 35227177200, 35226929400, 35227727100, 35227880700, 35227983100, 35227360000, 8903076100, 35228208900, 35227393800, 35227986700, 7401520916, 55453108500, 35274556700, 35228071200, 35227947300, 35313280300, 35227392300, 35227712300, 35275712300, 35227166000, 35227144500, 55444710200, 35227289400, 26642931000, 35226918200, 35227856700, 55439799100, 35228215100, 35227600700, 35227950400, 35226977600, 35227173700, 35227271500, 35226981200, 35227493200, 35226946900, 34875356500, 35228269400, 35227979100, 7103347552, 35227526500, 35227249000, 35227854700, 35227529600, 35227358600, 35227025800, 57189084042, 35199813000, 35227836300, 35227170700, 35227977100, 35227264400, 35227605400, 57203056538, 35228211100, 55741345700, 35227634600, 35226934700, 35227873200, 35227544500, 34875096500, 35227493300, 34874844600, 35227400700, 56914984900, 35226946500, 57203233226, 35227953100, 35227406800, 34875948500, 35226979800, 35226919900, 35227841000, 35227746300, 35226987500, 35227849200, 6601957873, 35227247600, 35227951600, 35227140600, 35226978300, 57203028991]","France"
